Price,Min_Price,Brand,Model,Year of Manufacture,Kilometer Driven,Địa điểm,Thời gian đăng
43.500.000 đ,40 triệu,Honda,SH Mode,2019,25000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 16 giờ trước
41.500.000 đ,41 triệu,Honda,Vario,2025,800,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 16 giờ trước
23.500.000 đ,22 triệu,Yamaha,Nvx,2019,20000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 16 giờ trước
30.800.000 đ,30 triệu,Honda,Air Blade,2020,25000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 16 giờ trước
26.800.000 đ,20 triệu,Honda,Vision,2019,20000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 16 giờ trước
38.000.000 đ,37 triệu,Honda,SH,2014,50,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 1 ngày trước
54.800.000 đ,42 triệu,Yamaha,Exciter,2010,1,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 ngày trước
8.500.000 đ,2 triệu,SYM,Attila,2017,1500,"Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",Đăng 1 ngày trước
26.500.000 đ,60 triệu,Suzuki,Sport / Xipo,2001,10,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 1 ngày trước
3.700.000 đ,6 triệu,Yamaha,Nouvo,2014,3000,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 1 ngày trước
36.500.000 đ,30 triệu,Honda,SH Mode,2016,15,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 1 ngày trước
26.500.000 đ,23 triệu,Honda,Lead,2018,12,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 1 ngày trước
24.500.000 đ,18 triệu,Honda,Winner X,2021,12,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 1 ngày trước
35.500.000 đ,29 triệu,Yamaha,Exciter,2022,3,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 1 ngày trước
33.500.000 đ,24 triệu,Honda,Sonic,2022,10,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 1 ngày trước
29.500.000 đ,22 triệu,Suzuki,Satria,2023,10,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 1 ngày trước
64.500.000 đ,73 triệu,Honda,SH,2022,8,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 1 ngày trước
21.500.000 đ,16 triệu,Yamaha,Grande,2017,12,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 1 ngày trước
5.000.000 đ,3 triệu,SYM,Attila,2012,0,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 ngày trước
28.500.000 đ,13 triệu,Yamaha,Exciter,2013,20000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 ngày trước
25.686.868 đ,12 triệu,Honda,Future,2003,6868,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 1 ngày trước
4.700.000 đ,4 triệu,Piaggio,Vespa,2009,13579,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 1 ngày trước
24.000.000 đ,24 triệu,Yamaha,Dòng khác,2020,60000,"Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",Đăng 1 ngày trước
4.500.000 đ,13 triệu,Hãng khác,Dòng khác,2024,13579,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
7.500.000 đ,7 triệu,Honda,Air Blade,2008,18000,"Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",Đăng 1 ngày trước
34.500.000 đ,40 triệu,Honda,Vario,2018,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 1 ngày trước
70.000.000 đ,57 triệu,Honda,SH,2018,70000,"Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",Đăng 1 ngày trước
26.500.000 đ,18 triệu,Honda,Winner X,2021,9,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
22.500.000 đ,14 triệu,Yamaha,Exciter,2012,12345,"Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",Đăng 1 ngày trước
480.000 đ,35 triệu,Yamaha,Exciter,2007,35000,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",Đăng 1 ngày trước
12.000.000 đ,7 triệu,Yamaha,Jupiter,2007,123,"Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",Đăng 1 ngày trước
12.800.000 đ,9 triệu,Yamaha,Sirius,2020,15299,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 24 ngày trước
21.000.000 đ,16 triệu,Yamaha,Exciter,2017,15466,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
67.000.000 đ,73 triệu,Honda,SH,2022,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 ngày trước
14.500.000 đ,13 triệu,Yamaha,Sirius,2023,15466,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 15 ngày trước
31.500.000 đ,27 triệu,Honda,SH Mode,2014,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 ngày trước
26.500.000 đ,24 triệu,Honda,Air Blade,2019,15484,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 24 ngày trước
8.200.000 đ,7 triệu,Honda,Click,2010,12496,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 24 ngày trước
24.500.000 đ,18 triệu,Honda,Winner X,2021,16000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
38.500.000 đ,32 triệu,Honda,Vario,2021,15000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 1 ngày trước
30.500.000 đ,20 triệu,Honda,Scoopy,2019,16000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
58.000.000 đ,62 triệu,Honda,SH,2019,14000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 1 ngày trước
163.000.000 đ,228 triệu,Kawasaki,Z1000,2019,17000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
21.000.000 đ,11 triệu,Yamaha,Sirius,2025,2000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 20 ngày trước
26.000.000 đ,27 triệu,Yamaha,R,2018,20000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
14.900.000 đ,17 triệu,Honda,Winner X,2020,30000,"Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",Đăng 15 ngày trước
20.000.000 đ,17 triệu,Piaggio,Liberty,2017,18,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 1 ngày trước
5.900.000 đ,7 triệu,Piaggio,Liberty,2013,20000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 17 ngày trước
36.500.000 đ,32 triệu,Honda,Air Blade,2021,25000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 ngày trước
19.500.000 đ,15 triệu,Honda,Winner,2019,13000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 1 ngày trước
38.500.000 đ,39 triệu,Honda,SH,2015,25000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 ngày trước
9.800.000 đ,19 triệu,Honda,Future,2006,9,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",NaN
44.000.000 đ,39 triệu,Honda,SH,2015,25000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 ngày trước
15.500.000 đ,6 triệu,Honda,Wave,2010,12345,"Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",Đăng 18 ngày trước
22.500.000 đ,16 triệu,Yamaha,Exciter,2017,9,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",Đăng 14 ngày trước
62.500.000 đ,62 triệu,Honda,SH,2019,10,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 14 ngày trước
33.000.000 đ,16 triệu,Yamaha,Exciter,2018,7000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 11 ngày trước
22.500.000 đ,14 triệu,Yamaha,Exciter,2014,1500,"Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",Đăng 13 ngày trước
37.000.000 đ,30 triệu,Honda,Scoopy,2023,10,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 1 ngày trước
35.000.000 đ,42 triệu,Yamaha,Exciter,2010,100000,"Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",Đăng 1 ngày trước
60.000.000 đ,42 triệu,Yamaha,Exciter,2010,111203,"Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",Đăng 1 ngày trước
15.500.000 đ,13 triệu,Yamaha,Exciter,2013,25000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
12.500.000 đ,16 triệu,Honda,Future,2005,13579,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
11.800.000 đ,9 triệu,Honda,Air Blade,2012,12999,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 1 ngày trước
35.000.000 đ,13 triệu,Honda,Dream,2012,25000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
11.500.000 đ,11 triệu,Honda,Vision,2014,13579,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 16 ngày trước
26.500.000 đ,24 triệu,Honda,Air Blade,2019,15000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 9 ngày trước
9.500.000 đ,7 triệu,Yamaha,Jupiter,2013,13579,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
28.500.000 đ,27 triệu,Yamaha,Exciter,2021,11000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 ngày trước
9.200.000 đ,13 triệu,Yamaha,Sirius,2024,13579,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 23 ngày trước
19.200.000 đ,14 triệu,Yamaha,Exciter,2016,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 1 ngày trước
16.000.000 đ,7 triệu,Honda,Cub,1986,65231,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 1 ngày trước
17.500.000 đ,Price not available,SYM,Dòng khác,2021,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 1 ngày trước
18.800.000 đ,17 triệu,Honda,Winner X,2020,9,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",NaN
14.500.000 đ,9 triệu,Honda,Wave,2018,18,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 1 ngày trước
9.500.000 đ,5 triệu,Yamaha,Jupiter,2010,18,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",NaN
39.800.000 đ,36 triệu,Honda,Air Blade,2023,7000,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 1 ngày trước
20.500.000 đ,17 triệu,Piaggio,Liberty,2019,15,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",NaN
18.900.000 đ,15 triệu,Honda,Lead,2015,21500,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",NaN
8.900.000 đ,6 triệu,SYM,Galaxy,2019,11000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",NaN
10.500.000 đ,23 triệu,Honda,Future,2007,0,"Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 ngày trước
9.500.000 đ,9 triệu,Honda,Air Blade,2012,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 1 ngày trước
21.000.000 đ,18 triệu,Honda,Vision,2018,21,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",NaN
21.500.000 đ,16 triệu,Yamaha,Exciter,2017,18000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 14 ngày trước
13.500.000 đ,11 triệu,Honda,Vision,2013,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 1 ngày trước
49.500.000 đ,45 triệu,Honda,SH,2016,21000,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",Đăng 7 ngày trước
26.800.000 đ,13 triệu,Yamaha,Exciter,2013,11111,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
26.500.000 đ,24 triệu,Honda,Winner X,2023,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 10 ngày trước
36.500.000 đ,33 triệu,Yamaha,Grande,2022,7000,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",Đăng 7 ngày trước
37.800.000 đ,32 triệu,Honda,Vario,2021,12000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước
20.500.000 đ,19 triệu,Piaggio,Primavera,2015,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 2 ngày trước
36.500.000 đ,40 triệu,Piaggio,Vespa,2019,10,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",NaN
19.500.000 đ,26 triệu,Brixton,BX 150,2018,26000,"Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",Đăng 2 ngày trước
31.500.000 đ,22 triệu,Honda,Scoopy,2020,10000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
10.500.000 đ,9 triệu,Piaggio,Liberty,2015,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",NaN
18.500.000 đ,14 triệu,Yamaha,Exciter,2016,30000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 2 ngày trước
27.900.000 đ,40 triệu,Honda,SH,2007,39000,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 2 ngày trước
45.500.000 đ,45 triệu,Honda,SH,2016,15000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 23 ngày trước
12.500.000 đ,11 triệu,Honda,Vision,2013,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 2 ngày trước
36.500.000 đ,38 triệu,Honda,Lead,2024,990,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",NaN
2.800.000 đ,4 triệu,Hãng khác,Dòng khác,2011,2000,"Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 2 ngày trước
19.800.000 đ,13 triệu,Yamaha,Janus,2018,15000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước
68.000.000 đ,119 triệu,Honda,SH,2011,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 18 ngày trước
32.800.000 đ,29 triệu,Yamaha,Exciter,2022,5800,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 2 ngày trước
24.800.000 đ,19 triệu,Piaggio,Primavera,2015,12000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
25.500.000 đ,24 triệu,Piaggio,Medley,2017,3333,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 14 ngày trước
42.500.000 đ,36 triệu,Honda,Air Blade,2025,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 2 ngày trước
35.800.000 đ,31 triệu,Honda,Air Blade,2022,9000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
7.000.000 đ,6 triệu,Honda,Lead,2010,45000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 2 ngày trước
7.666.666 đ,6 triệu,Yamaha,Sirius,2008,15000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 2 ngày trước
14.500.000 đ,13 triệu,Yamaha,Janus,2018,88888,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 11 ngày trước
31.500.000 đ,32 triệu,Honda,Vario,2020,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 2 ngày trước
34.000.000 đ,28 triệu,Piaggio,Sprint,2015,9000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
15.500.000 đ,14 triệu,Honda,Wave,2022,33333,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
32.000.000 đ,32 triệu,Honda,Vario,2020,9000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 9 ngày trước
2.500.000 đ,7 triệu,Honda,Cub,1996,95000,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 2 ngày trước
24.500.000 đ,16 triệu,Yamaha,FZ,2015,17000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
36.000.000 đ,31 triệu,Honda,Air Blade,2022,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 23 ngày trước
16.500.000 đ,22 triệu,Honda,Dòng khác,2019,17500,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
19.000.000 đ,16 triệu,Yamaha,Exciter,2017,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 2 ngày trước
5.700.000 đ,5 triệu,Yamaha,Jupiter,2003,39000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 2 ngày trước
34.500.000 đ,29 triệu,Honda,Scoopy,2022,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 2 ngày trước
12.500.000 đ,14 triệu,Yamaha,Exciter,2014,33333,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 4 ngày trước
39.000.000 đ,37 triệu,Honda,SH,2014,400000,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 10 ngày trước
26.000.000 đ,42 triệu,Yamaha,R,2017,24000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 2 ngày trước
66.000.000 đ,69 triệu,Honda,SH,2021,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
30.000.000 đ,22 triệu,Honda,Winner X,2022,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 2 ngày trước
50.000.000 đ,45 triệu,Honda,SH,2016,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 2 ngày trước
18.000.000 đ,12 triệu,Yamaha,Janus,2017,10000,"Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",Đăng 2 ngày trước
45.000.000 đ,39 triệu,Piaggio,Sprint,2018,18,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
45.000.000 đ,40 triệu,Yamaha,Grande,2024,800,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 2 ngày trước
32.000.000 đ,32 triệu,Honda,Vario,2021,12,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
67.000.000 đ,62 triệu,Honda,SH,2019,15000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",Đăng 2 ngày trước
9.600.000 đ,12 triệu,Honda,Lead,2013,70,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",NaN
21.000.000 đ,16 triệu,Honda,Air Blade,2015,18,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 7 ngày trước
65.000.000 đ,56 triệu,Yamaha,XSR,2022,13000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 2 ngày trước
4.900.000 đ,6 triệu,Honda,Wave,2010,999,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước
11.500.000 đ,11 triệu,Hãng khác,Dòng khác,2023,100,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",NaN
28.500.000 đ,16 triệu,Yamaha,Exciter,2018,35000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 2 ngày trước
39.000.000 đ,31 triệu,Honda,Air Blade,2022,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 2 ngày trước
19.800.000 đ,16 triệu,Honda,Vision,2016,45,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",NaN
32.500.000 đ,20 triệu,Honda,Sonic,2020,13000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 2 ngày trước
2.500.000 đ,2 triệu,Suzuki,Smash,2010,23456,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 2 ngày trước
9.000.000 đ,6 triệu,Honda,Lead,2010,39000,"Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",Đăng 2 ngày trước
2.500.000 đ,2 triệu,SYM,Attila,2010,39000,"Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",NaN
18.500.000 đ,15 triệu,Honda,Lead,2015,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 2 ngày trước
11.000.000 đ,9 triệu,Yamaha,Sirius,2020,20000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 2 ngày trước
12.300.000 đ,12 triệu,Honda,Blade,2022,25000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 2 ngày trước
6.300.000 đ,6 triệu,Yamaha,Jupiter,2002,48063,"Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",Đăng 2 ngày trước
21.000.000 đ,15 triệu,Yamaha,Grande,2016,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 2 ngày trước
6.800.000 đ,7 triệu,Yamaha,Jupiter,2007,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
3.600.000 đ,3 triệu,SYM,Elizabeth,2011,20000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 2 ngày trước
12.000.000 đ,5 triệu,Yamaha,Mio,2010,99999,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 2 ngày trước
19.500 đ,10 triệu,Honda,Dòng khác,2000,1000,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",Đăng 2 ngày trước
43.800 đ,43 triệu,Honda,CBR,2018,16000,"Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng",Đăng 2 ngày trước
26.500.000 đ,20 triệu,Honda,Vision,2019,25000,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 2 ngày trước
11.500.000 đ,13 triệu,Yamaha,Exciter,2013,9999,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 2 ngày trước
22.000.000 đ,16 triệu,Yamaha,Exciter,2018,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 2 ngày trước
8.300.000 đ,9 triệu,Yamaha,Sirius,2019,123,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
17.500.000 đ,14 triệu,Yamaha,Exciter,2016,18,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 2 ngày trước
98.500.000 đ,106 triệu,Honda,CBR,2021,10000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 2 ngày trước
8.600.000 đ,7 triệu,Honda,Air Blade,2008,70,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",Đăng 15 ngày trước
12.500.000 đ,6 triệu,Honda,@,2007,0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 2 ngày trước
32.000.000 đ,11 triệu,Honda,Dream,2000,25000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 14 ngày trước
19.500.000 đ,12 triệu,Yamaha,Sirius,2022,7000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
5.900.000 đ,7 triệu,Honda,Click,2011,20000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 2 ngày trước
19.500.000 đ,15 triệu,Yamaha,Exciter,2015,12000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 14 ngày trước
65.000.000 đ,57 triệu,Honda,SH,2018,11000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 14 ngày trước
